C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0010823138,0006568976                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0010824441,0006569532                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0010825348,0006569723                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,1557876704,2048245775                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,1557876613,2048245845                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,1557876412,2048246238                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,1557875867,2048246653                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,1557874982,2048247052                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,1557874228,2048247322                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,1557873852,2048247385                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,1557873750,2048247430                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,1557873618,2048247694                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,1557873235,2048248060                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,1557872568,2048248442                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,1557871926,2048248633                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,1557871735,2048248667                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,1557871653,2048248796                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,1557871039,2048249634                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,1557870435,2048250008                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,1557868853,2048250466                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,1557867771,2048250648                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,1557867568,2048250694                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,1557867489,2048250829                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,1557866862,2048251615                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,1557866218,2048251979                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,1557864610,2048252379                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,1557863518,2048252605                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,1557863266,2048252653                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,1557863202,2048252767                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,1557862578,2048253520                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,1557861906,2048253902                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,1557860331,2048254394                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,1557859221,2048254567                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,1557858989,2048254605                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,1557858924,2048254748                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,1557858882,2048254816                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,1557858786,2048254972                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,1557858311,2048255522                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,1557857665,2048255984                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,1557856078,2048256402                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,1557854961,2048256614                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,1557854683,2048256646                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,1557854614,2048256781                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,1557854067,2048257555                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,1557853369,2048257991                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,1557851793,2048258497                                  
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,1557850707,2048258762                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0008398440,0020954537                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0008398500,0020954664                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0008398607,0020955452                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0008398848,0020956282                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0008399316,0020957174                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0008399646,0020957646                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0008399878,0020957789                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0008399914,0020957865                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0008399991,0020958286                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0008400155,0020958904                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0008400498,0020959545                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0008400845,0020959831                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0008400969,0020959897                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0008401074,0020960159                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0008401267,0020962997                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0008401559,0020964003                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0008402604,0020965495                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0008403334,0020965950                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0008403537,0020966023                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0008403635,0020966286                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0008403850,0020969180                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0008404155,0020970239                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0008405208,0020971713                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0008405983,0020972269                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0008406207,0020972342                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0008406301,0020972582                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0008406527,0020975414                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0008406808,0020976561                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0008407881,0020978058                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0008408550,0020978650                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0008408757,0020978720                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0008408847,0020978969                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0008408884,0020979130                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0008408929,0020979494                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0008409060,0020981774                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0008409363,0020982741                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0008410295,0020984354                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0008410996,0020984977                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0008411209,0020985061                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0008411299,0020985329                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0008411521,0020987890                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0008411889,0020989152                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0008412887,0020990828                                  
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0008413486,0020991543                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0012283799,0024569361                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0012283854,0024569458                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0012283967,0024570078                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0012284225,0024570767                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0012284706,0024571507                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0012285054,0024571904                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0012285284,0024571995                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0012285319,0024572062                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0012285391,0024572498                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0012285551,0024572980                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0012285877,0024573578                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0012286231,0024573839                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0012286316,0024573899                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0012286376,0024574124                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0012286621,0024576188                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0012286957,0024576946                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0012287791,0024578683                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0012288377,0024579268                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0012288526,0024579345                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0012288588,0024579593                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0012288874,0024581768                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0012289203,0024582500                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0012290033,0024584196                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0012290718,0024584837                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0012290870,0024584887                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0012290928,0024585070                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0012291154,0024587108                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0012291457,0024587804                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0012292231,0024589545                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0012292755,0024590177                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0012292889,0024590248                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0012292946,0024590431                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0012292982,0024590551                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0012293022,0024590844                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0012293196,0024592570                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0012293525,0024593292                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0012294327,0024594766                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0012294879,0024595478                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0012295061,0024595546                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0012295130,0024595728                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0012295379,0024597648                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0012295820,0024598425                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0012296639,0024600076                                  
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0012297178,0024600746                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0084062277,0000175364                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0084062287,0000175379                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0084062324,0000175464                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0084062404,0000175620                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0084062558,0000175782                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0084062681,0000175899                                  
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0084062733,0000175917                                  
